Frame,Time_Seconds,CGY,ID
1,0.02,591.902954,4021
2,0.04,587.010254,4021
3,0.06,581.800842,4021
4,0.08,577.437439,4021
5,0.1,572.464722,4021
6,0.12,567.232178,4021
7,0.14,561.548157,4021
8,0.16,555.514771,4021
9,0.18,549.152832,4021
10,0.2,541.688538,4021
11,0.22,534.675232,4021
12,0.24,527.297363,4021
13,0.26,518.59845,4021
14,0.28,511.97879,4021
15,0.3,503.83075,4021
16,0.32,498.350647,4021
17,0.34,493.490601,4021
18,0.36,489.53790299999997,4021
19,0.38,489.897095,4021
20,0.4,489.830475,4021
21,0.42,490.110229,4021
22,0.44,491.65451,4021
23,0.46,496.054901,4021
24,0.48,506.456512,4021
25,0.5,520.984924,4021
26,0.52,536.849731,4021
27,0.54,555.856323,4021
28,0.56,576.465576,4021
29,0.58,598.89801,4021
30,0.6,619.780457,4021
31,0.62,636.894409,4021
32,0.64,651.891479,4021
33,0.66,660.703308,4021
34,0.68,667.962402,4021
35,0.7,675.367065,4021
36,0.72,679.853638,4021
37,0.74,679.973083,4021
38,0.76,672.724976,4021
39,0.78,662.563232,4021
40,0.8,647.983826,4021
41,0.82,626.327271,4021
42,0.84,599.926331,4021
43,0.86,567.365784,4021
44,0.88,539.144531,4021
45,0.9,519.001038,4021
46,0.92,508.920776,4021
47,0.94,506.279999,4021
48,0.96,508.848053,4021
49,0.98,513.81427,4021
50,1,521.422607,4021
51,1.02,529.281799,4021
52,1.04,537.905518,4021
53,1.06,545.843201,4021
54,1.08,553.987366,4021
55,1.1,561.299377,4021
56,1.12,568.643982,4021
57,1.14,575.48669400000006,4021
58,1.16,582.335938,4021
59,1.18,588.876343,4021
60,1.2,594.622803,4021
61,1.22,599.648193,4021
62,1.24,604.504211,4021
63,1.26,609.75647,4021
64,1.28,612.457642,4021
65,1.3,614.813843,4021
66,1.32,616.791809,4021
67,1.34,617.324097,4021
68,1.36,618.157288,4021
69,1.38,618.85437,4021
70,1.4,619.0401,4021
71,1.42,619.001831,4021
72,1.44,619.328796,4021
73,1.46,619.631104,4021
74,1.48,619.881653,4021
75,1.5,620.085571,4021
76,1.52,620.358459,4021
77,1.54,620.699768,4021
78,1.56,621.123779,4021
79,1.58,621.39032,4021
80,1.6,621.993652,4021
81,1.62,622.32019,4021
82,1.64,622.937378,4021
83,1.66,623.96283,4021
84,1.68,624.595703,4021
85,1.7,625.499878,4021
86,1.72,626.350342,4021
87,1.74,627.217102,4021
88,1.76,628.02179,4021
89,1.78,628.697205,4021
