Frame,Time_Seconds,CGY,ID
1,0.02,605.33313,4005
2,0.04,603.622559,4005
3,0.06,601.066467,4005
4,0.08,597.418884,4005
5,0.1,594.934753,4005
6,0.12,591.046326,4005
7,0.14,588.673035,4005
8,0.16,586.645081,4005
9,0.18,584.777466,4005
10,0.2,582.03356900000006,4005
11,0.22,578.81134,4005
12,0.24,575.21582,4005
13,0.26,572.629211,4005
14,0.28,569.532715,4005
15,0.3,564.582764,4005
16,0.32,561.246277,4005
17,0.34,557.355469,4005
18,0.36,553.422302,4005
19,0.38,549.831238,4005
20,0.4,545.896057,4005
21,0.42,542.964539,4005
22,0.44,539.591187,4005
23,0.46,536.152405,4005
24,0.48,532.757935,4005
25,0.5,529.242798,4005
26,0.52,524.968872,4005
27,0.54,521.646729,4005
28,0.56,518.560852,4005
29,0.58,516.310974,4005
30,0.6,513.236633,4005
31,0.62,510.262054,4005
32,0.64,507.89975,4005
33,0.66,506.724152,4005
34,0.68,505.484009,4005
35,0.7,504.963318,4005
36,0.72,504.508179,4005
37,0.74,504.534058,4005
38,0.76,504.850189,4005
39,0.78,505.535492,4005
40,0.8,506.433594,4005
41,0.82,507.967102,4005
42,0.84,509.731384,4005
43,0.86,511.841187,4005
44,0.88,514.616211,4005
45,0.9,517.714417,4005
46,0.92,520.900024,4005
47,0.94,523.999878,4005
48,0.96,526.98645,4005
49,0.98,530.173889,4005
50,1,533.362915,4005
51,1.02,536.421265,4005
52,1.04,540.642578,4005
53,1.06,545.006409,4005
54,1.08,549.270325,4005
55,1.1,552.731323,4005
56,1.12,555.889343,4005
57,1.14,559.288269,4005
58,1.16,562.442139,4005
59,1.18,565.683472,4005
60,1.2,568.402893,4005
61,1.22,570.454407,4005
62,1.24,572.013855,4005
63,1.26,572.967529,4005
64,1.28,573.546997,4005
65,1.3,573.90094,4005
66,1.32,573.217407,4005
67,1.34,572.419312,4005
68,1.36,571.30658,4005
69,1.38,569.139282,4005
70,1.4,565.935486,4005
71,1.42,561.413025,4005
72,1.44,555.991272,4005
73,1.46,550.927795,4005
74,1.48,542.123108,4005
75,1.5,536.140198,4005
76,1.52,528.916504,4005
77,1.54,522.601257,4005
78,1.56,515.477295,4005
79,1.58,507.743744,4005
80,1.6,499.032623,4005
81,1.62,489.407776,4005
82,1.64,481.686707,4005
83,1.66,475.329987,4005
84,1.68,469.045258,4005
85,1.7,462.777161,4005
86,1.72,460.615723,4005
87,1.74,461.379608,4005
88,1.76,463.559387,4005
89,1.78,467.805298,4005
90,1.8,473.669891,4005
91,1.82,482.058136,4005
92,1.84,492.444946,4005
93,1.86,506.087036,4005
94,1.88,523.963135,4005
95,1.9,543.498413,4005
96,1.92,569.330078,4005
97,1.94,594.874023,4005
98,1.96,620.789124,4005
99,1.98,649.414062,4005
100,2,675.419373,4005
101,2.02,693.885742,4005
102,2.04,707.258301,4005
103,2.06,719.421448,4005
104,2.08,727.710205,4005
105,2.1,730.156311,4005
106,2.12,728.578491,4005
107,2.14,725.74115,4005
108,2.16,715.964233,4005
109,2.18,703.496277,4005
110,2.2,685.39032,4005
111,2.22,665.537231,4005
112,2.24,642.407776,4005
113,2.26,614.702637,4005
114,2.28,583.837524,4005
115,2.3,549.105347,4005
116,2.32,516.67511,4005
117,2.34,491.682831,4005
118,2.36,471.82663,4005
119,2.38,456.842712,4005
120,2.4,448.572113,4005
121,2.42,446.522125,4005
122,2.44,444.774811,4005
123,2.46,444.939331,4005
124,2.48,447.613617,4005
125,2.5,451.799225,4005
126,2.52,457.75473,4005
127,2.54,466.720398,4005
128,2.56,476.122803,4005
129,2.58,486.001251,4005
130,2.6,496.659424,4005
131,2.62,506.632385,4005
132,2.64,515.55603,4005
133,2.66,522.993103,4005
134,2.68,529.609436,4005
135,2.7,535.08374,4005
136,2.72,540.078125,4005
137,2.74,543.889587,4005
138,2.76,547.161804,4005
139,2.78,549.328674,4005
140,2.8,551.851257,4005
141,2.82,554.050537,4005
142,2.84,556.715881,4005
143,2.86,559.649841,4005
144,2.88,562.482361,4005
145,2.9,565.115356,4005
146,2.92,567.33136,4005
147,2.94,569.376587,4005
148,2.96,571.713806,4005
149,2.98,573.964417,4005
150,3,576.837952,4005
151,3.02,579.075195,4005
152,3.04,582.429932,4005
153,3.06,585.804016,4005
154,3.08,589.039734,4005
155,3.1,592.45929,4005
156,3.12,595.996216,4005
157,3.14,600.169922,4005
158,3.16,605.009888,4005
159,3.18,609.132202,4005
160,3.2,613.525635,4005
161,3.22,616.758057,4005
162,3.24,620.348816,4005
163,3.26,623.938293,4005
164,3.28,627.441772,4005
165,3.3,630.204285,4005
166,3.32,632.702148,4005
167,3.34,635.545532,4005
168,3.36,639.325195,4005
169,3.38,642.848816,4005
170,3.4,645.055176,4005
171,3.42,646.881042,4005
172,3.44,648.651794,4005
173,3.46,649.535828,4005
174,3.48,650.413513,4005
175,3.5,651.209656,4005
176,3.52,651.980835,4005
177,3.54,652.847595,4005
178,3.56,653.90741,4005
179,3.58,654.458191,4005
180,3.6,654.957153,4005
181,3.62,655.387146,4005
182,3.64,655.724365,4005
183,3.66,655.896606,4005
184,3.68,656.028381,4005
185,3.7,655.980591,4005
186,3.72,655.7948,4005
