Frame,Time_Seconds,CGY,ID
1,0.02,539.457703,4038
2,0.04,523.89093,4038
3,0.06,516.302673,4038
4,0.08,509.153381,4038
5,0.1,503.717651,4038
6,0.12,505.469208,4038
7,0.14,510.832275,4038
8,0.16,519.694885,4038
9,0.18,532.645508,4038
10,0.2,547.749268,4038
11,0.22,566.753113,4038
12,0.24,587.238647,4038
13,0.26,609.888855,4038
14,0.28,634.053223,4038
15,0.3,650.007507,4038
16,0.32,660.090088,4038
17,0.34,666.070007,4038
18,0.36,668.390137,4038
19,0.38,668.866516,4038
20,0.4,666.021057,4038
21,0.42,656.231445,4038
22,0.44,644.863098,4038
23,0.46,627.272461,4038
24,0.48,607.363953,4038
25,0.5,584.497314,4038
26,0.52,567.02948,4038
27,0.54,557.68396,4038
28,0.56,551.190491,4038
29,0.58,548.514709,4038
30,0.6,548.488464,4038
31,0.62,550.35498,4038
32,0.64,552.226685,4038
33,0.66,554.074036,4038
34,0.68,555.941406,4038
35,0.7,557.488831,4038
36,0.72,558.587036,4038
37,0.74,559.075623,4038
38,0.76,558.913452,4038
39,0.78,558.768066,4038
40,0.8,557.604126,4038
41,0.82,556.257935,4038
42,0.84,554.629089,4038
43,0.86,552.580383,4038
44,0.88,550.386108,4038
45,0.9,547.504517,4038
46,0.92,543.412231,4038
47,0.94,540.083313,4038
48,0.96,536.314636,4038
49,0.98,533.020386,4038
50,1,528.896423,4038
51,1.02,524.968933,4038
52,1.04,521.766357,4038
53,1.06,519.132019,4038
54,1.08,516.780457,4038
55,1.1,514.990234,4038
56,1.12,512.892639,4038
57,1.14,511.580292,4038
58,1.16,510.259186,4038
59,1.18,508.928345,4038
60,1.2,507.09433,4038
61,1.22,504.560364,4038
62,1.24,500.620422,4038
63,1.26,497.630768,4038
64,1.28,496.241394,4038
65,1.3,494.408081,4038
66,1.32,492.865112,4038
67,1.34,490.806244,4038
68,1.36,488.725616,4038
69,1.38,486.14743,4038
70,1.4,482.971283,4038
71,1.42,479.878906,4038
72,1.44,475.872955,4038
73,1.46,471.988281,4038
74,1.48,469.514984,4038
75,1.5,470.055023,4038
76,1.52,471.714233,4038
77,1.54,475.324341,4038
78,1.56,482.206024,4038
79,1.58,494.259613,4038
80,1.6,510.064758,4038
81,1.62,528.339355,4038
82,1.64,550.778687,4038
83,1.66,574.93457,4038
84,1.68,601.230103,4038
85,1.7,628.151489,4038
86,1.72,654.027954,4038
87,1.74,676.370911,4038
88,1.76,695.55304,4038
89,1.78,709.856201,4038
90,1.8,719.576355,4038
91,1.82,723.798584,4038
92,1.84,724.432617,4038
93,1.86,723.613281,4038
94,1.88,716.60022,4038
