Frame,Time_Seconds,CGY,ID
1,0.02,715.660522,4003
2,0.04,714.859009,4003
3,0.06,714.012024,4003
4,0.08,712.990784,4003
5,0.1,711.753601,4003
6,0.12,710.610535,4003
7,0.14,708.99707,4003
8,0.16,707.194458,4003
9,0.18,705.030579,4003
10,0.2,702.544617,4003
11,0.22,699.643616,4003
12,0.24,696.207153,4003
13,0.26,694.534729,4003
14,0.28,691.855103,4003
15,0.3,688.154968,4003
16,0.32,683.260193,4003
17,0.34,677.777344,4003
18,0.36,671.082581,4003
19,0.38,663.732117,4003
20,0.4,654.413391,4003
21,0.42,643.182312,4003
22,0.44,630.446594,4003
23,0.46,615.610901,4003
24,0.48,600.457458,4003
25,0.5,583.37384,4003
26,0.52,566.230591,4003
27,0.54,550.666687,4003
28,0.56,535.389099,4003
29,0.58,522.276917,4003
30,0.6,510.910309,4003
31,0.62,502.102448,4003
32,0.64,497.13205,4003
33,0.66,493.827271,4003
34,0.68,492.272369,4003
35,0.7,491.95105,4003
36,0.72,493.05365,4003
37,0.74,496.664703,4003
38,0.76,501.266602,4003
39,0.78,508.424988,4003
40,0.8,516.874634,4003
41,0.82,529.435425,4003
42,0.84,541.586487,4003
43,0.86,556.335327,4003
44,0.88,574.372437,4003
45,0.9,594.976807,4003
46,0.92,616.195923,4003
47,0.94,639.984741,4003
48,0.96,666.825134,4003
49,0.98,691.550659,4003
50,1,715.854248,4003
51,1.02,737.898315,4003
52,1.04,758.7146,4003
53,1.06,775.098816,4003
54,1.08,785.847595,4003
55,1.1,793.751099,4003
56,1.12,796.602905,4003
57,1.14,796.24762,4003
58,1.16,793.228088,4003
59,1.18,784.825928,4003
60,1.2,771.34143099999994,4003
61,1.22,753.164795,4003
62,1.24,731.217468,4003
63,1.26,706.188965,4003
64,1.28,673.630981,4003
65,1.3,647.948669,4003
66,1.32,630.233398,4003
67,1.34,619.261719,4003
68,1.36,614.093689,4003
69,1.38,612.110229,4003
70,1.4,613.045166,4003
71,1.42,616.827332,4003
72,1.44,623.67572,4003
73,1.46,632.542969,4003
74,1.48,640.660889,4003
75,1.5,648.788757,4003
76,1.52,655.510498,4003
77,1.54,660.498291,4003
78,1.56,664.478088,4003
79,1.58,667.689453,4003
80,1.6,669.072388,4003
81,1.62,668.983337,4003
82,1.64,667.6651,4003
83,1.66,666.197571,4003
84,1.68,664.297607,4003
85,1.7,663.05481,4003
86,1.72,661.873718,4003
87,1.74,661.95080599999994,4003
88,1.76,663.559082,4003
89,1.78,666.552734,4003
90,1.8,670.260986,4003
91,1.82,674.267883,4003
92,1.84,678.059509,4003
93,1.86,682.23291,4003
94,1.88,687.015869,4003
95,1.9,690.615112,4003
96,1.92,693.53949,4003
97,1.94,696.272095,4003
98,1.96,697.761902,4003
99,1.98,698.90155,4003
100,2,700.25177,4003
101,2.02,700.541748,4003
102,2.04,701.253967,4003
103,2.06,702.602112,4003
104,2.08,704.135986,4003
105,2.1,705.610229,4003
106,2.12,706.869446,4003
107,2.14,708.643372,4003
108,2.16,711.397034,4003
109,2.18,713.58606,4003
110,2.2,715.869629,4003
111,2.22,717.817139,4003
112,2.24,719.757141,4003
113,2.26,721.439392,4003
114,2.28,722.603516,4003
115,2.3,723.647095,4003
116,2.32,724.13855,4003
117,2.34,724.58905,4003
118,2.36,724.90625,4003
119,2.38,725.06958,4003
120,2.4,725.044861,4003
121,2.42,724.891846,4003
122,2.44,724.763611,4003
123,2.46,724.65094,4003
124,2.48,724.542358,4003
125,2.5,724.459106,4003
