Frame,Time_Seconds,CGY,ID
1,0.02,577.487488,4027
2,0.04,573.446594,4027
3,0.06,569.02124,4027
4,0.08,563.602966,4027
5,0.1,557.863647,4027
6,0.12,550.708374,4027
7,0.14,541.814331,4027
8,0.16,535.248535,4027
9,0.18,527.676514,4027
10,0.2,521.62677,4027
11,0.22,516.70874,4027
12,0.24,512.253906,4027
13,0.26,509.442902,4027
14,0.28,506.662323,4027
15,0.3,504.53717,4027
16,0.32,502.771667,4027
17,0.34,501.321564,4027
18,0.36,499.962128,4027
19,0.38,498.402985,4027
20,0.4,497.488037,4027
21,0.42,496.297882,4027
22,0.44,494.463867,4027
23,0.46,492.19223,4027
24,0.48,490.430969,4027
25,0.5,488.885559,4027
26,0.52,486.787964,4027
27,0.54,484.439301,4027
28,0.56,481.117157,4027
29,0.58,478.883667,4027
30,0.6,476.98468,4027
31,0.62,474.942596,4027
32,0.64,474.292358,4027
33,0.66,474.12088,4027
34,0.68,473.695984,4027
35,0.7,473.737976,4027
36,0.72,473.92569,4027
37,0.74,474.241943,4027
38,0.76,474.967133,4027
39,0.78,475.530884,4027
40,0.8,476.555725,4027
41,0.82,477.125641,4027
42,0.84,477.593842,4027
43,0.86,478.54187,4027
44,0.88,479.347961,4027
45,0.9,480.175507,4027
46,0.92,481.116943,4027
47,0.94,482.033997,4027
48,0.96,482.612457,4027
49,0.98,483.052307,4027
50,1,483.83905,4027
51,1.02,485.036041,4027
52,1.04,485.969574,4027
53,1.06,486.858948,4027
54,1.08,488.043304,4027
55,1.1,489.587677,4027
56,1.12,490.618103,4027
57,1.14,491.697845,4027
58,1.16,492.421631,4027
59,1.18,493.062927,4027
60,1.2,493.398285,4027
61,1.22,493.07132,4027
62,1.24,492.509338,4027
63,1.26,491.227112,4027
64,1.28,489.969604,4027
65,1.3,488.625916,4027
66,1.32,487.348724,4027
67,1.34,486.024963,4027
68,1.36,484.58078,4027
69,1.38,483.464172,4027
70,1.4,483.017578,4027
71,1.42,482.517334,4027
72,1.44,481.785645,4027
73,1.46,481.056427,4027
74,1.48,480.017731,4027
75,1.5,478.806946,4027
76,1.52,477.298828,4027
77,1.54,475.546082,4027
78,1.56,472.680115,4027
79,1.58,469.06842,4027
80,1.6,465.860077,4027
81,1.62,461.365143,4027
82,1.64,457.103485,4027
83,1.66,450.783142,4027
84,1.68,445.235657,4027
85,1.7,438.578186,4027
86,1.72,432.953339,4027
87,1.74,426.24173,4027
88,1.76,419.514771,4027
89,1.78,411.087616,4027
90,1.8,403.508881,4027
91,1.82,396.319214,4027
92,1.84,390.631134,4027
93,1.86,384.666687,4027
94,1.88,380.322083,4027
95,1.9,378.341187,4027
96,1.92,376.987885,4027
97,1.94,378.370178,4027
98,1.96,381.334076,4027
99,1.98,386.451385,4027
100,2,394.971619,4027
101,2.02,404.811737,4027
102,2.04,416.15097,4027
103,2.06,430.376801,4027
104,2.08,442.596771,4027
105,2.1,455.891418,4027
106,2.12,469.689209,4027
107,2.14,486.079102,4027
108,2.16,504.718109,4027
109,2.18,527.811584,4027
110,2.2,548.403137,4027
111,2.22,568.964722,4027
112,2.24,589.890686,4027
113,2.26,604.004456,4027
114,2.28,613.57666,4027
115,2.3,620.572693,4027
116,2.32,630.319275,4027
117,2.34,633.13623,4027
118,2.36,629.925232,4027
119,2.38,619.692505,4027
120,2.4,609.956787,4027
121,2.42,593.025085,4027
122,2.44,569.043396,4027
123,2.46,545.179138,4027
124,2.48,521.570374,4027
125,2.5,491.362213,4027
126,2.52,455.094543,4027
127,2.54,423.340271,4027
128,2.56,391.557404,4027
129,2.58,366.431793,4027
130,2.6,341.421936,4027
131,2.62,315.477051,4027
132,2.64,293.275208,4027
133,2.66,273.439087,4027
134,2.68,261.411713,4027
135,2.7,256.022522,4027
136,2.72,254.612396,4027
137,2.74,260.48114,4027
138,2.76,268.322754,4027
139,2.78,275.557465,4027
140,2.8,283.406555,4027
141,2.82,292.991669,4027
142,2.84,304.273834,4027
143,2.86,309.883026,4027
144,2.88,311.809692,4027
145,2.9,312.286499,4027
146,2.92,311.73056,4027
147,2.94,310.83963,4027
148,2.96,309.829529,4027
149,2.98,308.298584,4027
150,3,306.183044,4027
151,3.02,305.223175,4027
152,3.04,305.480835,4027
