Frame,Time_Seconds,CGY
1,0.02,577.487488
2,0.04,573.446594
3,0.06,569.02124
4,0.08,563.602966
5,0.1,557.863647
6,0.12,550.708374
7,0.14,541.814331
8,0.16,535.248535
9,0.18,527.676514
10,0.2,521.62677
11,0.22,516.70874
12,0.24,512.253906
13,0.26,509.442902
14,0.28,506.662323
15,0.3,504.53717
16,0.32,502.771667
17,0.34,501.321564
18,0.36,499.962128
19,0.38,498.402985
20,0.4,497.488037
21,0.42,496.297882
22,0.44,494.463867
23,0.46,492.19223
24,0.48,490.430969
25,0.5,488.885559
26,0.52,486.787964
27,0.54,484.439301
28,0.56,481.117157
29,0.58,478.883667
30,0.6,476.98468
31,0.62,474.942596
32,0.64,474.292358
33,0.66,474.12088
34,0.68,473.695984
35,0.7,473.737976
36,0.72,473.92569
37,0.74,474.241943
38,0.76,474.967133
39,0.78,475.530884
40,0.8,476.555725
41,0.82,477.125641
42,0.84,477.593842
43,0.86,478.54187
44,0.88,479.347961
45,0.9,480.175507
46,0.92,481.116943
47,0.94,482.033997
48,0.96,482.612457
49,0.98,483.052307
50,1,483.83905
51,1.02,485.036041
52,1.04,485.969574
53,1.06,486.858948
54,1.08,488.043304
55,1.1,489.587677
56,1.12,490.618103
57,1.14,491.697845
58,1.16,492.421631
59,1.18,493.062927
60,1.2,493.398285
61,1.22,493.07132
62,1.24,492.509338
63,1.26,491.227112
64,1.28,489.969604
65,1.3,488.625916
66,1.32,487.348724
67,1.34,486.024963
68,1.36,484.58078
69,1.38,483.464172
70,1.4,483.017578
71,1.42,482.517334
72,1.44,481.785645
73,1.46,481.056427
74,1.48,480.017731
75,1.5,478.806946
76,1.52,477.298828
77,1.54,475.546082
78,1.56,472.680115
79,1.58,469.06842
80,1.6,465.860077
81,1.62,461.365143
82,1.64,457.103485
83,1.66,450.783142
84,1.68,445.235657
85,1.7,438.578186
86,1.72,432.953339
87,1.74,426.24173
88,1.76,419.514771
89,1.78,411.087616
90,1.8,403.508881
91,1.82,396.319214
92,1.84,390.631134
93,1.86,384.666687
94,1.88,380.322083
95,1.9,378.341187
96,1.92,376.987885
97,1.94,378.370178
98,1.96,381.334076
99,1.98,386.451385
100,2,394.971619
101,2.02,404.811737
102,2.04,416.15097
103,2.06,430.376801
104,2.08,442.596771
105,2.1,455.891418
106,2.12,469.689209
107,2.14,486.079102
108,2.16,504.718109
109,2.18,527.811584
110,2.2,548.403137
111,2.22,568.964722
112,2.24,589.890686
113,2.26,604.004456
114,2.28,613.57666
115,2.3,620.572693
116,2.32,630.319275
117,2.34,633.13623
118,2.36,629.925232
119,2.38,619.692505
120,2.4,609.956787
121,2.42,593.025085
122,2.44,569.043396
123,2.46,545.179138
124,2.48,521.570374
125,2.5,491.362213
126,2.52,455.094543
127,2.54,423.340271
128,2.56,391.557404
129,2.58,366.431793
130,2.6,341.421936
131,2.62,315.477051
132,2.64,293.275208
133,2.66,273.439087
134,2.68,261.411713
135,2.7,256.022522
136,2.72,254.612396
137,2.74,260.48114
138,2.76,268.322754
139,2.78,275.557465
140,2.8,283.406555
141,2.82,292.991669
142,2.84,304.273834
143,2.86,309.883026
144,2.88,311.809692
145,2.9,312.286499
146,2.92,311.73056
147,2.94,310.83963
148,2.96,309.829529
149,2.98,308.298584
150,3,306.183044
151,3.02,305.223175
152,3.04,305.480835
153,3.06,306.961517
154,3.08,309.239471
155,3.1,311.709747
156,3.12,314.490204
157,3.14,317.638977
158,3.16,320.666565
159,3.18,323.962891
160,3.2,328.613281
161,3.22,332.762299
162,3.24,336.731262
163,3.26,341.151367
164,3.28,346.948914
165,3.3,353.33313
166,3.32,360.645325
167,3.34,368.064728
168,3.36,376.355896
169,3.38,384.223938
170,3.4,392.397888
171,3.42,401.999481
172,3.44,412.472351
173,3.46,421.581909
174,3.48,431.049042
175,3.5,439.885498
176,3.52,450.097656
177,3.54,460.718842
178,3.56,472.705963
179,3.58,481.85498
180,3.6,491.060638
181,3.62,501.062073
182,3.64,509.949341
183,3.66,518.131165
184,3.68,526.824158
185,3.7,535.090454
186,3.72,542.323792
187,3.74,549.928406
188,3.76,556.355591
189,3.78,563.306458
190,3.8,568.568726
191,3.82,575.20752
192,3.84,579.61853
193,3.86,584.129578
194,3.88,586.756042
195,3.9,590.114319
196,3.92,593.246216
197,3.94,597.056702
198,3.96,599.690613
199,3.98,602.108276
200,4,604.882751
201,4.02,606.790771
202,4.04,608.624207
203,4.06,610.016174
204,4.08,610.921387
205,4.1,611.880981
206,4.12,612.623596
207,4.14,613.484192
208,4.16,614.680359
209,4.18,615.753113
210,4.2,617.037598
211,4.22,617.243652
212,4.24,617.225891
213,4.26,617.04895
214,4.28,616.973694
